quality_check_id,batch_id,machine_id,line_id,timestamp,shift,temperature,vibration,pressure,cycle_time,energy_consumption,machine_age_years,maintenance_status,product_type,material_batch,operator_team,pressure_instability,defect_probability,defect_flag,defect_type,defect_count
QC_M008_2026020216,B2026020216_L2,M008,L2,2026-02-02 16:00:00,Evening,76.72,3.222,94.92,65.72,179.59,7,scheduled,Battery Module,MAT-0202-L2,Team C,5.12,0.1061,0,None,0
QC_M008_2026020220,B2026020220_L2,M008,L2,2026-02-02 20:00:00,Evening,77.5,3.191,95.87,64.97,179.16,7,scheduled,Battery Module,MAT-0202-L2,Team D,4.17,0.0997,0,None,0
QC_M008_2026020300,B2026020300_L2,M008,L2,2026-02-03 00:00:00,Night,80.5,3.292,100.15,63.21,181.06,7,scheduled,Steering Column,MAT-0203-L2,Team C,1.07,0.14,0,None,3
QC_M008_2026020304,B2026020304_L2,M008,L2,2026-02-03 04:00:00,Night,81.22,3.079,102.15,65.67,179.42,7,scheduled,Steering Column,MAT-0203-L2,Team D,2.1,0.1306,0,None,2
QC_M008_2026020308,B2026020308_L2,M008,L2,2026-02-03 08:00:00,Day,79.28,3.172,100.25,64.69,180.08,7,scheduled,Steering Column,MAT-0203-L2,Team A,2.22,0.0932,0,None,1
QC_M008_2026020312,B2026020312_L2,M008,L2,2026-02-03 12:00:00,Day,77.81,2.986,96.59,65.08,180.41,7,scheduled,Steering Column,MAT-0203-L2,Team B,3.45,0.0722,0,None,0
QC_M008_2026020316,B2026020316_L2,M008,L2,2026-02-03 16:00:00,Evening,77.44,3.071,97.5,64.57,179.32,7,scheduled,Steering Column,MAT-0203-L2,Team C,2.54,0.0729,1,Assembly,0
QC_M008_2026020320,B2026020320_L2,M008,L2,2026-02-03 20:00:00,Evening,77.38,3.177,95.94,65.79,180.47,7,scheduled,Steering Column,MAT-0203-L2,Team D,4.1,0.0983,1,Assembly,1
QC_M008_2026020400,B2026020400_L2,M008,L2,2026-02-04 00:00:00,Night,80.16,3.314,99.11,65.42,180.96,7,scheduled,SUV Frame,MAT-0204-L2,Team C,1.15,0.1381,0,None,1
QC_M008_2026020404,B2026020404_L2,M008,L2,2026-02-04 04:00:00,Night,80.81,3.374,101.25,64.56,180.26,7,scheduled,SUV Frame,MAT-0204-L2,Team D,1.21,0.1539,0,None,0
QC_M008_2026020408,B2026020408_L2,M008,L2,2026-02-04 08:00:00,Day,79.55,3.162,100.31,64.27,178.83,7,scheduled,SUV Frame,MAT-0204-L2,Team A,2.45,0.095,0,None,1
QC_M008_2026020412,B2026020412_L2,M008,L2,2026-02-04 12:00:00,Day,76.56,3.059,96.79,65.71,177.36,7,scheduled,SUV Frame,MAT-0204-L2,Team B,3.25,0.0742,1,Assembly,1
QC_M008_2026020416,B2026020416_L2,M008,L2,2026-02-04 16:00:00,Evening,77.88,3.34,96.2,64.63,180.45,7,scheduled,SUV Frame,MAT-0204-L2,Team C,3.84,0.1154,1,Assembly,1
QC_M008_2026020420,B2026020420_L2,M008,L2,2026-02-04 20:00:00,Evening,77.08,3.135,96.59,66.11,180.49,7,scheduled,SUV Frame,MAT-0204-L2,Team D,3.44,0.0879,0,None,1
QC_M008_2026020500,B2026020500_L2,M008,L2,2026-02-05 00:00:00,Night,81.03,3.392,100.22,64.94,181.09,7,scheduled,Battery Module,MAT-0205-L2,Team C,1.29,0.165,0,None,3
QC_M008_2026020504,B2026020504_L2,M008,L2,2026-02-05 04:00:00,Night,83.04,3.32,101.66,63.23,177.95,7,scheduled,Battery Module,MAT-0205-L2,Team D,1.71,0.1877,0,None,1
QC_M008_2026020508,B2026020508_L2,M008,L2,2026-02-05 08:00:00,Day,79.17,3.103,100.64,63.39,179.53,7,scheduled,Battery Module,MAT-0205-L2,Team A,2.54,0.0858,0,None,0
QC_M008_2026020512,B2026020512_L2,M008,L2,2026-02-05 12:00:00,Day,76.8,3.154,98.44,67.02,181.09,7,scheduled,Battery Module,MAT-0205-L2,Team B,1.6,0.0823,0,None,0
QC_M008_2026020516,B2026020516_L2,M008,L2,2026-02-05 16:00:00,Evening,76.69,3.203,96.72,65.3,179.96,7,scheduled,Battery Module,MAT-0205-L2,Team C,3.32,0.0872,0,None,1
QC_M008_2026020520,B2026020520_L2,M008,L2,2026-02-05 20:00:00,Evening,77.47,3.181,98.26,65.6,179.67,7,scheduled,Battery Module,MAT-0205-L2,Team D,1.78,0.0827,0,None,1
QC_M008_2026020600,B2026020600_L2,M008,L2,2026-02-06 00:00:00,Night,80.34,3.441,101.7,64.83,180.83,7,scheduled,Steering Column,MAT-0206-L2,Team C,2.78,0.1803,0,None,1
QC_M008_2026020604,B2026020604_L2,M008,L2,2026-02-06 04:00:00,Night,80.67,3.436,101.77,66.13,181.36,7,scheduled,Steering Column,MAT-0206-L2,Team D,2.08,0.1824,0,None,1
QC_M008_2026020608,B2026020608_L2,M008,L2,2026-02-06 08:00:00,Day,78.48,3.2,100.52,65.03,179.31,7,scheduled,Steering Column,MAT-0206-L2,Team A,1.04,0.0839,0,None,0
QC_M008_2026020612,B2026020612_L2,M008,L2,2026-02-06 12:00:00,Day,77.71,3.225,96.18,66.01,180.82,7,scheduled,Steering Column,MAT-0206-L2,Team B,3.86,0.1035,1,Assembly,0
QC_M008_2026020616,B2026020616_L2,M008,L2,2026-02-06 16:00:00,Evening,77.25,3.256,96.21,64.96,181.2,7,scheduled,Steering Column,MAT-0206-L2,Team C,3.83,0.1006,1,Assembly,0
QC_M008_2026020620,B2026020620_L2,M008,L2,2026-02-06 20:00:00,Evening,77.36,3.194,98.69,64.93,179.37,7,scheduled,Steering Column,MAT-0206-L2,Team D,3.04,0.0892,0,None,0
QC_M008_2026020700,B2026020700_L2,M008,L2,2026-02-07 00:00:00,Night,81.09,3.309,101.88,64.3,179.97,7,scheduled,SUV Frame,MAT-0207-L2,Team C,1.96,0.1558,0,None,0
QC_M008_2026020704,B2026020704_L2,M008,L2,2026-02-07 04:00:00,Night,81.86,3.413,100.16,65.36,182.26,7,scheduled,SUV Frame,MAT-0207-L2,Team D,1.61,0.1908,0,None,0
QC_M008_2026020708,B2026020708_L2,M008,L2,2026-02-07 08:00:00,Day,79.86,3.124,100.38,65.29,180.62,7,scheduled,SUV Frame,MAT-0207-L2,Team A,1.51,0.0901,0,None,0
QC_M008_2026020712,B2026020712_L2,M008,L2,2026-02-07 12:00:00,Day,76.71,3.111,99.07,65.19,180.28,7,scheduled,SUV Frame,MAT-0207-L2,Team B,1.01,0.0668,0,None,0
QC_M008_2026020716,B2026020716_L2,M008,L2,2026-02-07 16:00:00,Evening,77.37,3.422,97.16,65.34,180.66,7,scheduled,SUV Frame,MAT-0207-L2,Team C,2.88,0.1167,0,None,1
QC_M008_2026020720,B2026020720_L2,M008,L2,2026-02-07 20:00:00,Evening,78.27,3.421,97.81,63.61,179.57,7,scheduled,SUV Frame,MAT-0207-L2,Team D,2.23,0.1174,0,None,1
QC_M008_2026020800,B2026020800_L2,M008,L2,2026-02-08 00:00:00,Night,80.66,3.277,99.23,64.94,183.03,7,scheduled,Battery Module,MAT-0208-L2,Team C,1.94,0.1459,0,None,1
QC_M008_2026020804,B2026020804_L2,M008,L2,2026-02-08 04:00:00,Night,82.19,3.404,100.88,65.23,181.27,7,scheduled,Battery Module,MAT-0208-L2,Team D,0.84,0.1814,0,None,0
QC_M008_2026020808,B2026020808_L2,M008,L2,2026-02-08 08:00:00,Day,78.88,3.24,100.17,65.28,181.68,7,scheduled,Battery Module,MAT-0208-L2,Team A,2.04,0.0977,0,None,2
QC_M008_2026020812,B2026020812_L2,M008,L2,2026-02-08 12:00:00,Day,76.94,3.392,98.42,67.05,184.87,7,scheduled,Battery Module,MAT-0208-L2,Team B,1.62,0.1078,0,None,0
QC_M008_2026020816,B2026020816_L2,M008,L2,2026-02-08 16:00:00,Evening,77.28,3.548,98.75,65.03,181.23,7,scheduled,Battery Module,MAT-0208-L2,Team C,1.29,0.1213,0,None,1
QC_M008_2026020820,B2026020820_L2,M008,L2,2026-02-08 20:00:00,Evening,77.02,3.35,97.04,67.46,182.69,7,scheduled,Battery Module,MAT-0208-L2,Team D,3.0,0.1179,0,None,0
QC_M008_2026020900,B2026020900_L2,M008,L2,2026-02-09 00:00:00,Night,80.99,3.443,99.68,67.03,182.68,7,scheduled,Steering Column,MAT-0209-L2,Team C,1.02,0.1837,0,None,1
QC_M008_2026020904,B2026020904_L2,M008,L2,2026-02-09 04:00:00,Night,82.24,3.327,100.95,65.25,181.45,7,scheduled,Steering Column,MAT-0209-L2,Team D,2.02,0.18,0,None,1
QC_M008_2026020908,B2026020908_L2,M008,L2,2026-02-09 08:00:00,Day,78.81,3.167,99.11,64.87,180.36,7,scheduled,Steering Column,MAT-0209-L2,Team A,2.19,0.0902,0,None,0
QC_M008_2026020912,B2026020912_L2,M008,L2,2026-02-09 12:00:00,Day,78.19,3.216,98.27,65.45,180.35,7,scheduled,Steering Column,MAT-0209-L2,Team B,1.83,0.0901,0,None,0
QC_M008_2026020916,B2026020916_L2,M008,L2,2026-02-09 16:00:00,Evening,76.9,3.252,96.61,63.6,178.74,7,scheduled,Steering Column,MAT-0209-L2,Team C,3.43,0.0947,0,None,1
QC_M008_2026020920,B2026020920_L2,M008,L2,2026-02-09 20:00:00,Evening,77.74,3.33,96.99,64.78,178.84,7,scheduled,Steering Column,MAT-0209-L2,Team D,3.05,0.109,0,None,0
QC_M008_2026021000,B2026021000_L2,M008,L2,2026-02-10 00:00:00,Night,81.06,3.633,100.33,67.03,183.75,7,scheduled,SUV Frame,MAT-0210-L2,Team C,0.66,0.2194,1,Assembly,0
QC_M008_2026021004,B2026021004_L2,M008,L2,2026-02-10 04:00:00,Night,81.64,3.523,99.97,65.47,181.61,7,scheduled,SUV Frame,MAT-0210-L2,Team D,0.77,0.1963,0,None,0
QC_M008_2026021008,B2026021008_L2,M008,L2,2026-02-10 08:00:00,Day,79.48,3.46,99.72,65.26,181.32,7,scheduled,SUV Frame,MAT-0210-L2,Team A,0.92,0.1243,0,None,1
QC_M008_2026021012,B2026021012_L2,M008,L2,2026-02-10 12:00:00,Day,76.88,3.355,100.01,66.25,179.79,7,scheduled,SUV Frame,MAT-0210-L2,Team B,1.43,0.0987,0,None,0
QC_M008_2026021016,B2026021016_L2,M008,L2,2026-02-10 16:00:00,Evening,76.2,3.561,96.69,66.49,181.34,7,scheduled,SUV Frame,MAT-0210-L2,Team C,3.35,0.1374,0,None,0
QC_M008_2026021020,B2026021020_L2,M008,L2,2026-02-10 20:00:00,Evening,78.41,3.243,97.15,66.47,181.65,7,scheduled,SUV Frame,MAT-0210-L2,Team D,2.89,0.1067,0,None,0
QC_M008_2026021100,B2026021100_L2,M008,L2,2026-02-11 00:00:00,Night,79.89,3.436,99.58,64.91,179.49,7,scheduled,Battery Module,MAT-0211-L2,Team C,1.22,0.1559,0,None,2
QC_M008_2026021104,B2026021104_L2,M008,L2,2026-02-11 04:00:00,Night,80.72,3.513,100.83,67.44,181.79,7,scheduled,Battery Module,MAT-0211-L2,Team D,0.79,0.1985,0,None,0
QC_M008_2026021108,B2026021108_L2,M008,L2,2026-02-11 08:00:00,Day,78.49,3.303,99.48,66.78,181.76,7,scheduled,Battery Module,MAT-0211-L2,Team A,1.32,0.1057,0,None,0
QC_M008_2026021112,B2026021112_L2,M008,L2,2026-02-11 12:00:00,Day,77.0,3.383,99.22,65.24,181.8,7,scheduled,Battery Module,MAT-0211-L2,Team B,1.97,0.1024,0,None,0
QC_M008_2026021116,B2026021116_L2,M008,L2,2026-02-11 16:00:00,Evening,77.13,3.281,97.33,66.13,180.36,7,scheduled,Battery Module,MAT-0211-L2,Team C,2.71,0.0995,0,None,0
QC_M008_2026021120,B2026021120_L2,M008,L2,2026-02-11 20:00:00,Evening,77.31,3.311,96.78,64.57,180.56,7,scheduled,Battery Module,MAT-0211-L2,Team D,3.25,0.1047,0,None,0
QC_M008_2026021200,B2026021200_L2,M008,L2,2026-02-12 00:00:00,Night,80.75,3.474,100.01,66.61,180.41,7,scheduled,Steering Column,MAT-0212-L2,Team C,2.0,0.196,0,None,1
QC_M008_2026021204,B2026021204_L2,M008,L2,2026-02-12 04:00:00,Night,80.41,3.557,100.45,64.06,178.91,7,scheduled,Steering Column,MAT-0212-L2,Team D,1.05,0.1822,0,None,2
QC_M008_2026021208,B2026021208_L2,M008,L2,2026-02-12 08:00:00,Day,79.04,3.353,100.13,67.26,181.39,7,scheduled,Steering Column,MAT-0212-L2,Team A,0.62,0.1148,0,None,0
QC_M008_2026021212,B2026021212_L2,M008,L2,2026-02-12 12:00:00,Day,76.72,3.438,97.14,65.44,181.18,7,scheduled,Steering Column,MAT-0212-L2,Team B,2.9,0.1154,0,None,0
QC_M008_2026021216,B2026021216_L2,M008,L2,2026-02-12 16:00:00,Evening,77.5,3.478,95.69,65.69,181.23,7,scheduled,Steering Column,MAT-0212-L2,Team C,4.36,0.1454,1,Assembly,2
QC_M008_2026021220,B2026021220_L2,M008,L2,2026-02-12 20:00:00,Evening,77.03,3.284,96.63,65.66,180.73,7,scheduled,Steering Column,MAT-0212-L2,Team D,3.41,0.1023,0,None,1
QC_M008_2026021300,B2026021300_L2,M008,L2,2026-02-13 00:00:00,Night,79.94,3.704,100.08,64.27,182.05,7,scheduled,SUV Frame,MAT-0213-L2,Team C,1.27,0.2112,0,None,0
QC_M008_2026021304,B2026021304_L2,M008,L2,2026-02-13 04:00:00,Night,81.12,3.422,100.72,66.21,181.5,7,scheduled,SUV Frame,MAT-0213-L2,Team D,0.9,0.1741,0,None,1
QC_M008_2026021308,B2026021308_L2,M008,L2,2026-02-13 08:00:00,Day,79.72,3.242,99.83,66.11,180.85,7,scheduled,SUV Frame,MAT-0213-L2,Team A,1.16,0.1016,0,None,1
QC_M008_2026021312,B2026021312_L2,M008,L2,2026-02-13 12:00:00,Day,77.36,3.37,98.4,64.2,181.31,7,scheduled,SUV Frame,MAT-0213-L2,Team B,1.64,0.101,0,None,0
QC_M008_2026021316,B2026021316_L2,M008,L2,2026-02-13 16:00:00,Evening,77.94,3.429,96.52,66.98,181.51,7,scheduled,SUV Frame,MAT-0213-L2,Team C,3.52,0.1391,1,Assembly,0
QC_M008_2026021320,B2026021320_L2,M008,L2,2026-02-13 20:00:00,Evening,78.24,3.518,96.57,64.46,179.47,7,scheduled,SUV Frame,MAT-0213-L2,Team D,3.47,0.1466,0,None,2
QC_M008_2026021400,B2026021400_L2,M008,L2,2026-02-14 00:00:00,Night,80.6,3.559,99.15,64.97,181.0,7,scheduled,Battery Module,MAT-0214-L2,Team C,1.13,0.1898,0,None,0
QC_M008_2026021404,B2026021404_L2,M008,L2,2026-02-14 04:00:00,Night,81.17,3.529,100.8,65.05,182.9,7,scheduled,Battery Module,MAT-0214-L2,Team D,1.17,0.1949,0,None,2
QC_M008_2026021408,B2026021408_L2,M008,L2,2026-02-14 08:00:00,Day,77.56,3.405,100.08,65.07,179.22,7,scheduled,Battery Module,MAT-0214-L2,Team A,0.56,0.0993,0,None,1
QC_M008_2026021412,B2026021412_L2,M008,L2,2026-02-14 12:00:00,Day,77.44,3.335,99.33,66.5,179.22,7,overdue,Battery Module,MAT-0214-L2,Team B,0.92,0.0985,0,None,1
QC_M008_2026021416,B2026021416_L2,M008,L2,2026-02-14 16:00:00,Evening,77.13,3.484,95.71,65.84,183.19,7,overdue,Battery Module,MAT-0214-L2,Team C,4.33,0.1402,0,None,2
QC_M008_2026021420,B2026021420_L2,M008,L2,2026-02-14 20:00:00,Evening,77.77,3.389,97.12,66.44,181.33,7,overdue,Battery Module,MAT-0214-L2,Team D,2.92,0.1215,0,None,0
QC_M008_2026021500,B2026021500_L2,M008,L2,2026-02-15 00:00:00,Night,80.91,3.647,98.44,64.14,180.53,7,overdue,Steering Column,MAT-0215-L2,Team C,2.1,0.2283,1,Assembly,2
QC_M008_2026021504,B2026021504_L2,M008,L2,2026-02-15 04:00:00,Night,81.61,3.831,101.29,65.01,182.52,7,overdue,Steering Column,MAT-0215-L2,Team D,1.55,0.2851,1,Assembly,1
QC_M008_2026021508,B2026021508_L2,M008,L2,2026-02-15 08:00:00,Day,78.37,3.38,100.66,66.66,181.86,7,overdue,Steering Column,MAT-0215-L2,Team A,1.44,0.114,0,None,0
QC_M008_2026021512,B2026021512_L2,M008,L2,2026-02-15 12:00:00,Day,76.6,3.354,97.89,65.27,181.42,7,overdue,Steering Column,MAT-0215-L2,Team B,2.25,0.0986,0,None,1
QC_M008_2026021516,B2026021516_L2,M008,L2,2026-02-15 16:00:00,Evening,77.64,3.49,97.5,64.37,177.75,7,overdue,Steering Column,MAT-0215-L2,Team C,2.54,0.1282,0,None,1
QC_M008_2026021520,B2026021520_L2,M008,L2,2026-02-15 20:00:00,Evening,76.99,3.373,97.24,64.49,179.98,7,overdue,Steering Column,MAT-0215-L2,Team D,2.8,0.1077,0,None,0
QC_M008_2026021600,B2026021600_L2,M008,L2,2026-02-16 00:00:00,Night,79.94,3.668,100.72,65.68,182.35,7,overdue,SUV Frame,MAT-0216-L2,Team C,1.79,0.2149,0,None,2
QC_M008_2026021604,B2026021604_L2,M008,L2,2026-02-16 04:00:00,Night,81.97,3.557,101.02,67.08,182.08,7,overdue,SUV Frame,MAT-0216-L2,Team D,0.98,0.2283,0,None,0
QC_M008_2026021608,B2026021608_L2,M008,L2,2026-02-16 08:00:00,Day,78.67,3.495,102.27,65.45,179.76,7,overdue,SUV Frame,MAT-0216-L2,Team A,2.23,0.1364,0,None,0
QC_M008_2026021612,B2026021612_L2,M008,L2,2026-02-16 12:00:00,Day,76.8,3.381,98.63,66.53,181.44,7,overdue,SUV Frame,MAT-0216-L2,Team B,1.8,0.1043,0,None,0
QC_M008_2026021616,B2026021616_L2,M008,L2,2026-02-16 16:00:00,Evening,77.66,3.632,95.28,67.11,181.91,7,overdue,SUV Frame,MAT-0216-L2,Team C,4.76,0.1878,1,Assembly,1
QC_M008_2026021620,B2026021620_L2,M008,L2,2026-02-16 20:00:00,Evening,77.75,3.453,98.75,65.79,179.55,7,overdue,SUV Frame,MAT-0216-L2,Team D,2.81,0.1283,0,None,2
QC_M008_2026021700,B2026021700_L2,M008,L2,2026-02-17 00:00:00,Night,78.74,3.618,98.72,64.84,182.4,7,overdue,Battery Module,MAT-0217-L2,Team C,1.32,0.1788,0,None,3
QC_M008_2026021704,B2026021704_L2,M008,L2,2026-02-17 04:00:00,Night,81.13,3.631,102.64,63.98,182.84,7,overdue,Battery Module,MAT-0217-L2,Team D,2.59,0.2363,0,None,2
QC_M008_2026021708,B2026021708_L2,M008,L2,2026-02-17 08:00:00,Day,78.91,3.595,99.74,67.33,184.88,7,overdue,Battery Module,MAT-0217-L2,Team A,0.51,0.1477,0,None,0
QC_M008_2026021712,B2026021712_L2,M008,L2,2026-02-17 12:00:00,Day,77.23,3.45,96.88,65.72,181.96,7,overdue,Battery Module,MAT-0217-L2,Team B,3.16,0.1251,0,None,1
QC_M008_2026021716,B2026021716_L2,M008,L2,2026-02-17 16:00:00,Evening,77.47,3.585,97.84,65.98,183.13,7,overdue,Battery Module,MAT-0217-L2,Team C,2.37,0.143,0,None,0
QC_M008_2026021720,B2026021720_L2,M008,L2,2026-02-17 20:00:00,Evening,77.41,3.609,97.09,65.18,181.42,7,overdue,Battery Module,MAT-0217-L2,Team D,2.95,0.1499,0,None,0
QC_M008_2026021800,B2026021800_L2,M008,L2,2026-02-18 00:00:00,Night,79.67,3.917,100.88,66.76,184.39,7,overdue,Steering Column,MAT-0218-L2,Team C,1.39,0.278,1,Assembly,2
QC_M008_2026021804,B2026021804_L2,M008,L2,2026-02-18 04:00:00,Night,80.95,3.574,100.44,66.97,183.76,7,overdue,Steering Column,MAT-0218-L2,Team D,2.17,0.2247,0,None,3
QC_M008_2026021808,B2026021808_L2,M008,L2,2026-02-18 08:00:00,Day,79.27,3.567,98.62,65.76,183.29,7,overdue,Steering Column,MAT-0218-L2,Team A,1.63,0.1491,0,None,0
QC_M008_2026021812,B2026021812_L2,M008,L2,2026-02-18 12:00:00,Day,77.48,3.425,98.72,64.69,181.26,7,overdue,Steering Column,MAT-0218-L2,Team B,2.27,0.1153,0,None,0
QC_M008_2026021816,B2026021816_L2,M008,L2,2026-02-18 16:00:00,Evening,77.56,3.758,96.39,65.26,182.39,7,overdue,Steering Column,MAT-0218-L2,Team C,3.66,0.1904,0,None,3
QC_M008_2026021820,B2026021820_L2,M008,L2,2026-02-18 20:00:00,Evening,77.45,3.752,96.38,66.95,183.58,7,overdue,Steering Column,MAT-0218-L2,Team D,3.66,0.1912,0,None,0
QC_M008_2026021900,B2026021900_L2,M008,L2,2026-02-19 00:00:00,Night,79.8,3.654,98.31,66.36,181.18,7,overdue,SUV Frame,MAT-0219-L2,Team C,1.73,0.214,0,None,1
QC_M008_2026021904,B2026021904_L2,M008,L2,2026-02-19 04:00:00,Night,81.06,3.886,102.42,65.52,183.49,7,overdue,SUV Frame,MAT-0219-L2,Team D,2.63,0.3109,1,Assembly,0
QC_M008_2026021908,B2026021908_L2,M008,L2,2026-02-19 08:00:00,Day,78.16,3.532,100.68,67.38,183.45,7,overdue,SUV Frame,MAT-0219-L2,Team A,0.76,0.1319,0,None,0
QC_M008_2026021912,B2026021912_L2,M008,L2,2026-02-19 12:00:00,Day,77.02,3.521,97.58,66.82,181.74,7,overdue,SUV Frame,MAT-0219-L2,Team B,2.46,0.1318,0,None,1
QC_M008_2026021916,B2026021916_L2,M008,L2,2026-02-19 16:00:00,Evening,76.48,3.757,95.91,67.36,184.79,7,overdue,SUV Frame,MAT-0219-L2,Team C,4.12,0.1946,0,None,0
QC_M008_2026021920,B2026021920_L2,M008,L2,2026-02-19 20:00:00,Evening,77.7,3.474,97.42,64.95,180.08,7,overdue,SUV Frame,MAT-0219-L2,Team D,2.62,0.1289,0,None,0
QC_M008_2026022000,B2026022000_L2,M008,L2,2026-02-20 00:00:00,Night,79.2,3.601,98.63,65.0,181.78,7,overdue,Battery Module,MAT-0220-L2,Team C,2.5,0.1969,0,None,0
QC_M008_2026022004,B2026022004_L2,M008,L2,2026-02-20 04:00:00,Night,80.08,3.708,101.45,67.89,184.38,7,overdue,Battery Module,MAT-0220-L2,Team D,1.9,0.2481,0,None,0
QC_M008_2026022008,B2026022008_L2,M008,L2,2026-02-20 08:00:00,Day,79.98,3.407,100.87,66.03,181.92,7,overdue,Battery Module,MAT-0220-L2,Team A,1.29,0.1293,1,Assembly,1
QC_M008_2026022012,B2026022012_L2,M008,L2,2026-02-20 12:00:00,Day,76.72,3.755,97.05,66.76,184.47,7,overdue,Battery Module,MAT-0220-L2,Team B,2.99,0.1766,0,None,1
QC_M008_2026022016,B2026022016_L2,M008,L2,2026-02-20 16:00:00,Evening,77.7,3.76,96.05,66.16,180.82,7,overdue,Battery Module,MAT-0220-L2,Team C,4.0,0.198,0,None,1
QC_M008_2026022020,B2026022020_L2,M008,L2,2026-02-20 20:00:00,Evening,77.97,3.589,99.83,66.27,182.34,7,overdue,Battery Module,MAT-0220-L2,Team D,2.74,0.1531,0,None,1
QC_M008_2026022100,B2026022100_L2,M008,L2,2026-02-21 00:00:00,Night,80.81,3.608,99.34,67.21,183.24,7,overdue,Steering Column,MAT-0221-L2,Team C,1.03,0.2219,0,None,1
QC_M008_2026022104,B2026022104_L2,M008,L2,2026-02-21 04:00:00,Night,83.03,3.598,101.72,67.65,183.31,7,overdue,Steering Column,MAT-0221-L2,Team D,2.08,0.2841,0,None,2
QC_M008_2026022108,B2026022108_L2,M008,L2,2026-02-21 08:00:00,Day,78.71,3.556,99.94,66.07,183.02,7,overdue,Steering Column,MAT-0221-L2,Team A,0.84,0.1356,0,None,0
QC_M008_2026022112,B2026022112_L2,M008,L2,2026-02-21 12:00:00,Day,77.81,3.655,98.15,65.41,182.5,7,overdue,Steering Column,MAT-0221-L2,Team B,1.89,0.1533,0,None,0
QC_M008_2026022116,B2026022116_L2,M008,L2,2026-02-21 16:00:00,Evening,76.58,3.6,96.25,66.39,179.88,7,overdue,Steering Column,MAT-0221-L2,Team C,3.79,0.1533,0,None,2
QC_M008_2026022120,B2026022120_L2,M008,L2,2026-02-21 20:00:00,Evening,77.32,3.635,96.6,66.21,181.55,7,overdue,Steering Column,MAT-0221-L2,Team D,3.44,0.1649,0,None,2
QC_M008_2026022200,B2026022200_L2,M008,L2,2026-02-22 00:00:00,Night,81.78,3.838,99.7,67.39,185.24,7,overdue,SUV Frame,MAT-0222-L2,Team C,0.88,0.291,0,None,1
QC_M008_2026022204,B2026022204_L2,M008,L2,2026-02-22 04:00:00,Night,81.63,3.794,102.53,67.66,185.69,7,overdue,SUV Frame,MAT-0222-L2,Team D,2.49,0.3157,1,Assembly,0
QC_M008_2026022208,B2026022208_L2,M008,L2,2026-02-22 08:00:00,Day,79.49,3.712,98.84,67.57,182.86,7,overdue,SUV Frame,MAT-0222-L2,Team A,1.2,0.1886,0,None,2
QC_M008_2026022212,B2026022212_L2,M008,L2,2026-02-22 12:00:00,Day,77.26,3.586,98.19,66.56,183.42,7,overdue,SUV Frame,MAT-0222-L2,Team B,1.84,0.1377,0,None,1
QC_M008_2026022216,B2026022216_L2,M008,L2,2026-02-22 16:00:00,Evening,77.73,3.725,96.36,67.81,184.79,7,overdue,SUV Frame,MAT-0222-L2,Team C,3.68,0.1979,0,None,2
QC_M008_2026022220,B2026022220_L2,M008,L2,2026-02-22 20:00:00,Evening,76.75,3.771,94.26,66.39,179.88,7,overdue,SUV Frame,MAT-0222-L2,Team D,5.78,0.214,0,None,1
QC_M008_2026022300,B2026022300_L2,M008,L2,2026-02-23 00:00:00,Night,81.11,3.703,99.1,68.54,185.99,7,overdue,Battery Module,MAT-0223-L2,Team C,1.44,0.2665,0,None,1
QC_M008_2026022304,B2026022304_L2,M008,L2,2026-02-23 04:00:00,Night,80.24,3.784,101.43,66.8,181.88,7,overdue,Battery Module,MAT-0223-L2,Team D,1.55,0.2472,0,None,2
QC_M008_2026022308,B2026022308_L2,M008,L2,2026-02-23 08:00:00,Day,77.98,3.716,98.92,67.72,184.0,7,overdue,Battery Module,MAT-0223-L2,Team A,1.18,0.1718,1,Assembly,1
QC_M008_2026022312,B2026022312_L2,M008,L2,2026-02-23 12:00:00,Day,77.86,3.647,97.78,66.64,182.94,7,overdue,Battery Module,MAT-0223-L2,Team B,2.91,0.166,0,None,1
QC_M008_2026022316,B2026022316_L2,M008,L2,2026-02-23 16:00:00,Evening,76.6,3.723,95.39,66.38,182.75,7,overdue,Battery Module,MAT-0223-L2,Team C,4.65,0.1861,0,None,0
QC_M008_2026022320,B2026022320_L2,M008,L2,2026-02-23 20:00:00,Evening,78.03,3.71,97.95,66.93,182.44,7,overdue,Battery Module,MAT-0223-L2,Team D,2.08,0.1743,1,Assembly,1
QC_M008_2026022400,B2026022400_L2,M008,L2,2026-02-24 00:00:00,Night,80.37,3.664,98.25,66.73,183.14,7,overdue,Steering Column,MAT-0224-L2,Team C,2.29,0.2338,0,None,3
QC_M008_2026022404,B2026022404_L2,M008,L2,2026-02-24 04:00:00,Night,81.6,3.921,100.56,66.47,184.3,7,overdue,Steering Column,MAT-0224-L2,Team D,1.16,0.3126,1,Assembly,0
QC_M008_2026022408,B2026022408_L2,M008,L2,2026-02-24 08:00:00,Day,79.57,3.763,100.52,67.03,182.81,7,overdue,Steering Column,MAT-0224-L2,Team A,0.6,0.1874,0,None,0
QC_M008_2026022412,B2026022412_L2,M008,L2,2026-02-24 12:00:00,Day,76.36,3.539,98.61,67.03,181.75,7,overdue,Steering Column,MAT-0224-L2,Team B,1.81,0.1219,0,None,0
