machine_id,line_id,timestamp,shift,temperature,vibration,pressure,cycle_time,energy_consumption,machine_age_years,maintenance_status,last_maintenance_days_ago,pressure_instability,sensor_anomaly_signal
M009,L3,2026-02-27 07:00:00,Night,75.49,3.36,94.21,66.43,178.02,4,scheduled,11,0.16,0.775
M009,L3,2026-02-27 08:00:00,Day,73.18,3.613,95.0,63.31,176.25,4,scheduled,11,0.95,0.995
M009,L3,2026-02-27 09:00:00,Day,70.87,3.488,96.95,62.66,173.78,4,scheduled,11,2.9,1.117
M009,L3,2026-02-27 10:00:00,Day,73.15,3.669,94.6,64.34,179.47,4,scheduled,11,0.55,0.998
M009,L3,2026-02-27 11:00:00,Day,70.04,3.679,93.76,64.14,174.42,4,scheduled,11,0.29,0.975
M009,L3,2026-02-27 12:00:00,Day,73.57,3.345,89.89,64.42,176.46,4,scheduled,11,4.16,1.139
M009,L3,2026-02-27 13:00:00,Day,72.65,3.558,89.49,65.81,178.87,4,scheduled,11,4.56,1.432
M009,L3,2026-02-27 14:00:00,Day,70.83,3.643,88.5,63.08,174.45,4,scheduled,11,5.55,1.574
M009,L3,2026-02-27 15:00:00,Day,71.56,3.412,91.53,65.95,173.55,4,scheduled,11,2.52,1.065
M009,L3,2026-02-27 16:00:00,Evening,69.7,3.629,90.13,67.31,176.2,4,scheduled,11,3.92,1.538
M009,L3,2026-02-27 17:00:00,Evening,71.82,3.564,90.61,67.27,177.24,4,scheduled,11,3.44,1.419
M009,L3,2026-02-27 18:00:00,Evening,69.92,3.62,92.12,66.31,171.26,4,scheduled,11,1.93,1.212
M009,L3,2026-02-27 19:00:00,Evening,69.56,3.495,91.64,61.7,173.89,4,scheduled,11,2.41,1.065
M009,L3,2026-02-27 20:00:00,Evening,71.62,3.758,90.65,62.32,174.14,4,scheduled,11,3.4,1.42
M009,L3,2026-02-27 21:00:00,Evening,73.05,3.518,95.19,67.3,177.31,4,scheduled,11,1.14,1.104
M009,L3,2026-02-27 22:00:00,Evening,71.63,3.707,90.62,64.78,181.23,4,scheduled,11,3.43,1.377
M009,L3,2026-02-27 23:00:00,Evening,73.8,3.56,90.83,62.36,180.13,4,scheduled,11,3.22,1.221
M009,L3,2026-02-28 00:00:00,Night,74.59,3.979,91.77,64.33,175.06,4,scheduled,11,2.28,1.484
M009,L3,2026-02-28 01:00:00,Night,68.58,3.528,94.13,66.26,174.49,4,scheduled,11,0.08,0.902
M009,L3,2026-02-28 02:00:00,Night,74.82,3.571,95.6,67.39,180.31,4,scheduled,11,1.55,1.209
M009,L3,2026-02-28 03:00:00,Night,74.26,3.541,92.17,60.84,175.69,4,scheduled,11,1.88,1.042
M009,L3,2026-02-28 04:00:00,Night,71.82,3.685,95.38,63.3,174.96,4,scheduled,11,1.33,1.106
M009,L3,2026-02-28 05:00:00,Night,75.05,3.656,96.11,64.7,176.11,4,scheduled,11,2.06,1.167
M009,L3,2026-02-28 06:00:00,Night,73.25,3.685,95.28,63.63,176.86,4,scheduled,11,1.23,1.094
M009,L3,2026-02-28 07:00:00,Night,70.78,3.944,92.34,68.03,180.39,4,scheduled,11,1.71,1.615
M009,L3,2026-02-28 08:00:00,Day,73.92,3.371,94.6,66.26,177.84,4,scheduled,11,0.55,0.817
M009,L3,2026-02-28 09:00:00,Day,73.44,3.691,95.37,66.63,179.51,4,scheduled,11,1.32,1.228
M009,L3,2026-02-28 10:00:00,Day,72.04,3.78,93.93,62.49,178.16,4,scheduled,11,0.12,1.046
M009,L3,2026-02-28 11:00:00,Day,72.24,3.547,93.68,68.56,178.64,4,scheduled,11,0.37,1.139
M009,L3,2026-02-28 12:00:00,Day,73.19,3.659,92.25,63.21,175.66,4,scheduled,11,1.8,1.139
M009,L3,2026-02-28 13:00:00,Day,72.51,3.472,92.87,68.62,173.84,4,scheduled,11,1.18,1.173
M009,L3,2026-02-28 14:00:00,Day,70.93,3.674,92.27,62.46,172.59,4,scheduled,11,1.78,1.15
M009,L3,2026-02-28 15:00:00,Day,67.37,3.337,92.6,65.07,176.51,4,scheduled,11,1.45,0.807
M009,L3,2026-02-28 16:00:00,Evening,71.8,3.435,91.1,62.44,174.69,4,scheduled,11,2.95,1.076
M009,L3,2026-02-28 17:00:00,Evening,71.17,3.61,87.46,62.65,180.84,4,scheduled,11,6.59,1.67
M009,L3,2026-02-28 18:00:00,Evening,71.39,3.6,92.23,68.72,181.48,4,scheduled,11,1.82,1.373
M009,L3,2026-02-28 19:00:00,Evening,70.3,3.589,92.01,65.22,178.9,4,scheduled,11,2.04,1.11
M009,L3,2026-02-28 20:00:00,Evening,70.89,3.808,92.69,63.03,175.59,4,scheduled,11,1.36,1.22
M009,L3,2026-02-28 21:00:00,Evening,72.6,3.497,90.16,68.17,181.89,4,scheduled,11,3.89,1.485
M009,L3,2026-02-28 22:00:00,Evening,66.37,3.887,87.39,65.57,172.64,4,scheduled,11,6.66,1.96
M009,L3,2026-02-28 23:00:00,Evening,70.93,3.674,93.22,68.63,175.14,4,scheduled,11,0.83,1.315
M009,L3,2026-03-01 00:00:00,Night,74.79,3.675,92.33,69.58,182.08,4,scheduled,11,1.72,1.498
M009,L3,2026-03-01 01:00:00,Night,70.85,3.717,91.96,64.79,175.78,4,scheduled,11,2.09,1.226
M009,L3,2026-03-01 02:00:00,Night,74.53,3.467,93.6,64.88,177.24,4,scheduled,11,0.45,0.805
M009,L3,2026-03-01 03:00:00,Night,74.07,3.933,95.06,67.12,179.52,4,scheduled,11,1.01,1.448
M009,L3,2026-03-01 04:00:00,Night,72.64,3.654,93.58,67.47,180.2,4,scheduled,11,0.47,1.16
M009,L3,2026-03-01 05:00:00,Night,74.44,3.765,91.99,64.89,170.84,4,scheduled,11,2.06,1.265
M009,L3,2026-03-01 06:00:00,Night,75.86,4.207,94.17,66.28,180.6,4,scheduled,11,0.12,1.521
M009,L3,2026-03-01 07:00:00,Night,72.82,3.706,96.1,66.15,177.54,4,scheduled,11,2.05,1.29
M009,L3,2026-03-01 08:00:00,Day,72.22,3.447,96.07,69.11,173.45,4,scheduled,11,2.02,1.291
M009,L3,2026-03-01 09:00:00,Day,69.55,3.375,93.79,65.27,175.5,4,scheduled,11,0.26,0.708
M009,L3,2026-03-01 10:00:00,Day,72.11,3.569,96.21,64.01,177.73,4,scheduled,11,2.16,1.101
M009,L3,2026-03-01 11:00:00,Day,74.21,3.329,90.15,66.12,178.24,4,scheduled,11,3.9,1.171
M009,L3,2026-03-01 12:00:00,Day,71.26,3.211,89.98,64.8,175.83,4,scheduled,11,4.07,1.009
M009,L3,2026-03-01 13:00:00,Day,70.34,3.632,92.54,67.54,174.64,4,scheduled,11,1.51,1.271
M009,L3,2026-03-01 14:00:00,Day,70.53,3.853,90.3,64.58,176.5,4,scheduled,11,3.75,1.548
M009,L3,2026-03-01 15:00:00,Day,68.71,3.384,90.56,65.31,176.92,4,scheduled,11,3.49,1.107
M009,L3,2026-03-01 16:00:00,Evening,69.47,3.68,93.03,68.18,177.63,4,scheduled,11,1.02,1.306
M009,L3,2026-03-01 17:00:00,Evening,70.84,3.498,91.06,68.91,181.42,4,scheduled,11,2.99,1.437
M009,L3,2026-03-01 18:00:00,Evening,70.49,3.741,89.09,63.86,174.58,4,scheduled,11,4.96,1.592
M009,L3,2026-03-01 19:00:00,Evening,70.95,3.814,90.38,66.67,171.25,4,scheduled,11,3.67,1.624
M009,L3,2026-03-01 20:00:00,Evening,70.97,3.553,88.47,66.7,180.54,4,scheduled,11,5.58,1.621
M009,L3,2026-03-01 21:00:00,Evening,70.97,3.845,90.38,69.98,175.93,4,scheduled,11,3.67,1.917
M009,L3,2026-03-01 22:00:00,Evening,71.18,3.82,91.59,68.59,173.76,4,scheduled,11,2.46,1.638
M009,L3,2026-03-01 23:00:00,Evening,71.55,3.625,92.02,62.52,173.8,4,scheduled,11,2.03,1.137
M010,L1,2026-01-01 00:00:00,Night,73.83,2.266,90.52,48.52,163.17,3,overdue,23,2.18,0.374
M010,L1,2026-01-01 01:00:00,Night,76.69,2.467,84.16,50.06,166.3,3,overdue,23,4.18,0.614
M010,L1,2026-01-01 02:00:00,Night,74.75,2.117,87.25,43.92,161.04,3,overdue,23,1.09,0.243
M010,L1,2026-01-01 03:00:00,Night,76.66,2.193,91.44,50.57,159.38,3,overdue,23,3.1,0.485
M010,L1,2026-01-01 04:00:00,Night,76.12,2.163,91.27,48.69,164.38,3,overdue,23,2.93,0.464
M010,L1,2026-01-01 05:00:00,Night,73.47,2.494,89.59,47.97,157.93,3,overdue,23,1.25,0.262
M010,L1,2026-01-01 06:00:00,Night,75.79,2.211,90.56,46.62,158.12,3,overdue,23,2.22,0.379
M010,L1,2026-01-01 07:00:00,Night,76.88,1.846,92.25,52.07,169.47,3,overdue,23,3.91,0.582
M010,L1,2026-01-01 08:00:00,Day,72.53,2.181,89.44,50.6,163.93,3,overdue,23,1.1,0.245
M010,L1,2026-01-01 09:00:00,Day,73.3,1.911,89.39,46.99,159.96,3,overdue,23,1.05,0.238
M010,L1,2026-01-01 10:00:00,Day,73.39,1.975,88.43,49.46,163.58,3,overdue,23,0.09,0.123
M010,L1,2026-01-01 11:00:00,Day,71.91,2.065,87.47,53.23,161.85,3,overdue,23,0.87,0.217
M010,L1,2026-01-01 12:00:00,Day,72.88,2.155,87.19,46.64,159.68,3,overdue,23,1.15,0.251
M010,L1,2026-01-01 13:00:00,Day,71.01,2.108,86.25,48.55,155.92,3,overdue,23,2.09,0.363
M010,L1,2026-01-01 14:00:00,Day,70.7,1.999,88.82,44.76,160.78,3,overdue,23,0.48,0.17
M010,L1,2026-01-01 15:00:00,Day,72.28,1.753,87.54,46.51,160.47,3,overdue,23,0.8,0.209
M010,L1,2026-01-01 16:00:00,Evening,72.95,2.309,85.19,49.67,166.65,3,overdue,23,3.15,0.49
M010,L1,2026-01-01 17:00:00,Evening,71.5,2.123,87.31,42.43,154.8,3,overdue,23,1.03,0.237
M010,L1,2026-01-01 18:00:00,Evening,73.26,2.184,85.52,46.34,160.42,3,overdue,23,2.82,0.45
M010,L1,2026-01-01 19:00:00,Evening,71.16,1.815,88.39,46.85,158.51,3,overdue,23,0.05,0.119
M010,L1,2026-01-01 20:00:00,Evening,69.56,2.05,88.09,50.18,161.73,3,overdue,23,0.25,0.143
M010,L1,2026-01-01 21:00:00,Evening,71.44,2.16,87.55,45.2,159.77,3,overdue,23,0.79,0.207
M010,L1,2026-01-01 22:00:00,Evening,73.73,2.143,87.08,46.78,161.37,3,overdue,23,1.26,0.263
M010,L1,2026-01-01 23:00:00,Evening,75.29,2.428,86.64,47.5,165.65,3,overdue,23,1.7,0.316
M010,L1,2026-01-02 00:00:00,Night,75.26,2.357,84.67,50.38,163.2,3,overdue,23,3.67,0.553
M010,L1,2026-01-02 01:00:00,Night,75.12,2.085,92.23,46.14,165.24,3,overdue,23,3.89,0.579
M010,L1,2026-01-02 02:00:00,Night,75.19,2.199,87.73,47.15,160.84,3,overdue,23,0.61,0.186
M010,L1,2026-01-02 03:00:00,Night,75.69,2.349,89.58,49.53,166.38,3,overdue,23,1.24,0.261
M010,L1,2026-01-02 04:00:00,Night,77.36,2.368,91.38,45.95,162.04,3,overdue,23,3.04,0.478
M010,L1,2026-01-02 05:00:00,Night,74.23,2.451,91.2,50.86,167.19,3,overdue,23,2.86,0.455
M010,L1,2026-01-02 06:00:00,Night,76.63,2.091,86.2,49.54,162.49,3,overdue,23,2.14,0.369
M010,L1,2026-01-02 07:00:00,Night,77.12,2.383,91.82,48.88,159.26,3,overdue,23,3.48,0.53
M010,L1,2026-01-02 08:00:00,Day,75.58,1.868,89.28,47.7,160.91,3,overdue,23,0.94,0.225
M010,L1,2026-01-02 09:00:00,Day,73.27,1.994,91.36,45.8,158.43,3,overdue,23,3.02,0.475
M010,L1,2026-01-02 10:00:00,Day,70.62,1.909,86.84,49.72,161.67,3,overdue,23,1.5,0.292
M010,L1,2026-01-02 11:00:00,Day,71.91,1.519,86.33,46.24,157.23,3,overdue,23,2.01,0.354
M010,L1,2026-01-02 12:00:00,Day,73.54,1.836,86.0,45.14,158.67,3,overdue,23,2.34,0.393
M010,L1,2026-01-02 13:00:00,Day,69.32,1.777,88.48,51.22,161.68,3,overdue,23,0.14,0.129
M010,L1,2026-01-02 14:00:00,Day,71.34,2.487,86.21,47.34,160.09,3,overdue,23,2.13,0.368
M010,L1,2026-01-02 15:00:00,Day,73.37,2.192,87.5,48.95,160.95,3,overdue,23,0.84,0.213
M010,L1,2026-01-02 16:00:00,Evening,71.61,1.987,85.49,48.91,160.62,3,overdue,23,2.85,0.454
M010,L1,2026-01-02 17:00:00,Evening,73.04,2.226,86.33,46.55,157.49,3,overdue,23,2.01,0.354
M010,L1,2026-01-02 18:00:00,Evening,70.27,2.386,82.73,48.72,162.28,3,overdue,23,5.61,0.786
M010,L1,2026-01-02 19:00:00,Evening,70.94,2.168,86.3,45.96,157.57,3,overdue,23,2.04,0.358
M010,L1,2026-01-02 20:00:00,Evening,71.88,2.154,83.61,48.33,161.36,3,overdue,23,4.73,0.68
M010,L1,2026-01-02 21:00:00,Evening,73.6,2.154,85.71,49.73,165.12,3,overdue,23,2.63,0.428
M010,L1,2026-01-02 22:00:00,Evening,70.59,2.056,83.06,46.17,162.79,3,overdue,23,5.28,0.746
M010,L1,2026-01-02 23:00:00,Evening,71.4,2.248,88.27,46.94,159.15,3,overdue,23,0.07,0.121
M010,L1,2026-01-03 00:00:00,Night,76.35,2.436,92.59,42.45,160.31,3,overdue,23,4.25,0.622
M010,L1,2026-01-03 01:00:00,Night,70.97,2.226,88.27,45.59,157.73,3,overdue,23,0.07,0.121
M010,L1,2026-01-03 02:00:00,Night,74.54,2.327,86.98,46.51,162.2,3,overdue,23,1.36,0.275
M010,L1,2026-01-03 03:00:00,Night,76.43,2.792,90.12,49.58,164.05,3,overdue,23,1.78,0.326
M010,L1,2026-01-03 04:00:00,Night,77.73,2.035,90.02,48.72,163.44,3,overdue,23,1.68,0.315
M010,L1,2026-01-03 05:00:00,Night,77.18,2.19,92.19,44.98,160.73,3,overdue,23,3.85,0.574
M010,L1,2026-01-03 06:00:00,Night,72.9,2.185,95.5,48.75,160.4,3,overdue,23,7.16,0.971
M010,L1,2026-01-03 07:00:00,Night,76.53,2.223,88.14,44.02,159.39,3,overdue,23,0.2,0.136
M010,L1,2026-01-03 08:00:00,Day,73.55,2.051,91.62,50.83,164.58,3,overdue,23,3.28,0.506
M010,L1,2026-01-03 09:00:00,Day,73.14,2.124,91.73,49.92,163.76,3,overdue,23,3.39,0.52
M010,L1,2026-01-03 10:00:00,Day,72.63,2.301,91.77,49.94,170.24,3,overdue,23,3.43,0.524
M010,L1,2026-01-03 11:00:00,Day,73.94,2.321,89.99,48.13,159.11,3,overdue,23,1.65,0.311
M010,L1,2026-01-03 12:00:00,Day,71.55,1.978,86.22,47.83,160.38,3,overdue,23,2.12,0.366
M010,L1,2026-01-03 13:00:00,Day,73.68,1.898,89.18,48.89,162.24,3,overdue,23,0.84,0.213
M010,L1,2026-01-03 14:00:00,Day,71.62,2.491,85.74,47.32,161.78,3,overdue,23,2.6,0.424
M010,L1,2026-01-03 15:00:00,Day,71.93,2.155,86.5,49.38,163.46,3,overdue,23,1.84,0.334
M010,L1,2026-01-03 16:00:00,Evening,72.01,2.552,87.01,47.81,165.17,3,overdue,23,1.33,0.272
M010,L1,2026-01-03 17:00:00,Evening,69.06,1.976,85.59,45.96,160.61,3,overdue,23,2.75,0.443
M010,L1,2026-01-03 18:00:00,Evening,72.93,2.512,84.82,49.54,166.48,3,overdue,23,3.52,0.535
M010,L1,2026-01-03 19:00:00,Evening,72.13,2.386,85.78,51.08,161.85,3,overdue,23,2.56,0.42
M010,L1,2026-01-03 20:00:00,Evening,69.89,2.121,86.04,49.28,162.47,3,overdue,23,2.3,0.388
M010,L1,2026-01-03 21:00:00,Evening,71.32,2.0,89.57,48.1,159.37,3,overdue,23,1.23,0.26
M010,L1,2026-01-03 22:00:00,Evening,73.1,2.006,85.77,50.0,159.66,3,overdue,23,2.57,0.421
M010,L1,2026-01-03 23:00:00,Evening,71.17,2.125,88.13,51.2,163.74,3,overdue,23,0.21,0.137
M010,L1,2026-01-04 00:00:00,Night,75.14,2.057,88.63,45.92,162.43,3,overdue,23,0.29,0.148
M010,L1,2026-01-04 01:00:00,Night,74.94,2.263,89.9,47.33,160.38,3,overdue,23,1.56,0.299
M010,L1,2026-01-04 02:00:00,Night,73.69,2.653,89.0,47.72,164.4,3,overdue,23,0.66,0.192
M010,L1,2026-01-04 03:00:00,Night,75.5,1.781,94.01,47.36,158.28,3,overdue,23,5.67,0.793
M010,L1,2026-01-04 04:00:00,Night,75.49,2.165,89.34,48.69,157.67,3,overdue,23,1.0,0.233
M010,L1,2026-01-04 05:00:00,Night,77.02,2.477,87.19,49.45,161.89,3,overdue,23,1.15,0.251
M010,L1,2026-01-04 06:00:00,Night,75.28,2.349,92.4,49.18,159.63,3,overdue,23,4.06,0.599
M010,L1,2026-01-04 07:00:00,Night,75.99,2.378,89.03,46.54,161.45,3,overdue,23,0.69,0.195
M010,L1,2026-01-04 08:00:00,Day,74.68,2.032,90.75,46.04,160.72,3,overdue,23,2.41,0.401
M010,L1,2026-01-04 09:00:00,Day,71.31,2.19,91.46,48.12,162.49,3,overdue,23,3.12,0.486
M010,L1,2026-01-04 10:00:00,Day,73.67,1.887,87.45,47.75,160.15,3,overdue,23,0.89,0.219
M010,L1,2026-01-04 11:00:00,Day,71.95,1.915,84.03,51.61,167.0,3,overdue,23,4.31,0.63
M010,L1,2026-01-04 12:00:00,Day,71.45,1.875,90.73,44.41,160.4,3,overdue,23,2.39,0.4
M010,L1,2026-01-04 13:00:00,Day,72.96,2.072,90.01,47.18,162.62,3,overdue,23,1.67,0.313
M010,L1,2026-01-04 14:00:00,Day,71.43,1.916,90.53,47.09,158.61,3,overdue,23,2.19,0.376
M010,L1,2026-01-04 15:00:00,Day,72.48,2.358,84.32,51.17,163.79,3,overdue,23,4.02,0.595
M010,L1,2026-01-04 16:00:00,Evening,71.94,2.182,86.15,45.23,160.35,3,overdue,23,2.19,0.375
M010,L1,2026-01-04 17:00:00,Evening,72.19,2.143,86.32,48.01,160.91,3,overdue,23,2.02,0.355
M010,L1,2026-01-04 18:00:00,Evening,72.44,2.171,84.43,49.99,159.82,3,overdue,23,3.91,0.581
M010,L1,2026-01-04 19:00:00,Evening,73.38,2.148,87.55,51.38,163.41,3,overdue,23,0.79,0.207
M010,L1,2026-01-04 20:00:00,Evening,73.29,2.337,86.52,49.67,162.25,3,overdue,23,1.82,0.331
M010,L1,2026-01-04 21:00:00,Evening,74.62,2.231,85.22,47.54,163.79,3,overdue,23,3.12,0.487
M010,L1,2026-01-04 22:00:00,Evening,71.36,2.582,89.46,45.91,162.7,3,overdue,23,1.12,0.247
M010,L1,2026-01-04 23:00:00,Evening,71.68,2.052,86.78,46.91,161.82,3,overdue,23,1.56,0.3
M010,L1,2026-01-05 00:00:00,Night,74.74,2.384,88.25,47.3,160.56,3,overdue,23,0.09,0.124
M010,L1,2026-01-05 01:00:00,Night,76.46,2.22,91.66,47.06,161.74,3,overdue,23,3.32,0.511
M010,L1,2026-01-05 02:00:00,Night,75.62,2.546,91.38,49.18,163.92,3,overdue,23,3.04,0.478
M010,L1,2026-01-05 03:00:00,Night,74.09,2.254,94.48,46.34,159.32,3,overdue,23,6.14,0.849
M010,L1,2026-01-05 04:00:00,Night,73.62,2.136,87.95,45.74,160.71,3,overdue,23,0.39,0.16
M010,L1,2026-01-05 05:00:00,Night,77.02,2.369,88.51,44.71,155.53,3,overdue,23,0.17,0.133
M010,L1,2026-01-05 06:00:00,Night,74.08,2.077,89.72,49.07,161.04,3,overdue,23,1.38,0.278
M010,L1,2026-01-05 07:00:00,Night,78.33,2.784,90.34,44.2,160.41,3,overdue,23,2.0,0.353
M010,L1,2026-01-05 08:00:00,Day,73.59,2.278,88.05,45.4,160.73,3,overdue,23,0.29,0.148
M010,L1,2026-01-05 09:00:00,Day,72.97,2.053,88.44,47.72,161.32,3,overdue,23,0.1,0.125
M010,L1,2026-01-05 10:00:00,Day,70.23,2.157,90.61,49.34,166.83,3,overdue,23,2.27,0.385
M010,L1,2026-01-05 11:00:00,Day,72.4,2.138,91.03,48.59,165.26,3,overdue,23,2.69,0.435
M010,L1,2026-01-05 12:00:00,Day,73.61,2.18,88.22,48.04,161.44,3,overdue,23,0.12,0.127
M010,L1,2026-01-05 13:00:00,Day,71.04,2.276,90.87,45.04,162.23,3,overdue,23,2.53,0.416
M010,L1,2026-01-05 14:00:00,Day,72.06,2.342,86.04,48.14,164.87,3,overdue,23,2.3,0.388
M010,L1,2026-01-05 15:00:00,Day,71.35,2.303,85.54,48.11,162.69,3,overdue,23,2.8,0.448
M010,L1,2026-01-05 16:00:00,Evening,72.63,2.395,85.54,48.49,164.62,3,overdue,23,2.8,0.449
M010,L1,2026-01-05 17:00:00,Evening,73.93,2.071,88.1,46.91,161.07,3,overdue,23,0.24,0.141
M010,L1,2026-01-05 18:00:00,Evening,72.25,2.14,85.51,44.86,160.85,3,overdue,23,2.83,0.452
M010,L1,2026-01-05 19:00:00,Evening,71.51,2.226,84.87,49.98,162.92,3,overdue,23,3.47,0.529
M010,L1,2026-01-05 20:00:00,Evening,70.45,2.213,84.26,48.53,162.94,3,overdue,23,4.08,0.602
M010,L1,2026-01-05 21:00:00,Evening,72.59,2.319,88.48,46.81,159.79,3,overdue,23,0.14,0.13
M010,L1,2026-01-05 22:00:00,Evening,70.12,2.161,85.91,49.83,163.02,3,overdue,23,2.43,0.404
M010,L1,2026-01-05 23:00:00,Evening,75.14,2.137,88.35,50.01,168.75,3,overdue,23,0.01,0.113
M010,L1,2026-01-06 00:00:00,Night,75.02,2.304,88.47,49.58,166.62,3,overdue,23,0.13,0.128
M010,L1,2026-01-06 01:00:00,Night,74.11,2.163,94.1,46.01,162.41,3,overdue,23,5.76,0.804
M010,L1,2026-01-06 02:00:00,Night,75.79,2.383,86.96,54.61,167.29,3,overdue,23,1.38,0.278
M010,L1,2026-01-06 03:00:00,Night,74.69,2.032,85.88,50.12,160.61,3,overdue,23,2.46,0.407
M010,L1,2026-01-06 04:00:00,Night,75.32,2.187,91.38,49.41,164.69,3,overdue,23,3.04,0.477
M010,L1,2026-01-06 05:00:00,Night,77.11,2.162,87.84,48.21,163.65,3,overdue,23,0.5,0.173
M010,L1,2026-01-06 06:00:00,Night,76.12,1.917,90.74,46.3,160.26,3,overdue,23,2.4,0.4
M010,L1,2026-01-06 07:00:00,Night,77.38,1.785,93.56,46.19,162.54,3,overdue,23,5.22,0.739
M010,L1,2026-01-06 08:00:00,Day,75.03,2.12,91.07,47.21,156.81,3,overdue,23,2.73,0.44
M010,L1,2026-01-06 09:00:00,Day,75.16,2.052,92.98,50.22,160.81,3,overdue,23,4.64,0.669
M010,L1,2026-01-06 10:00:00,Day,74.12,2.27,92.35,47.61,161.03,3,overdue,23,4.01,0.593
M010,L1,2026-01-06 11:00:00,Day,73.53,2.178,86.48,50.47,167.07,3,overdue,23,1.86,0.336
M010,L1,2026-01-06 12:00:00,Day,72.75,1.945,88.03,46.81,159.23,3,overdue,23,0.31,0.15
M010,L1,2026-01-06 13:00:00,Day,72.38,2.293,89.99,49.73,160.02,3,overdue,23,1.65,0.31
M010,L1,2026-01-06 14:00:00,Day,72.64,2.123,86.73,48.51,161.8,3,overdue,23,1.61,0.306
M010,L1,2026-01-06 15:00:00,Day,72.74,2.264,84.51,45.69,161.66,3,overdue,23,3.83,0.572
M010,L1,2026-01-06 16:00:00,Evening,72.82,2.5,85.96,49.11,164.14,3,overdue,23,2.38,0.398
M010,L1,2026-01-06 17:00:00,Evening,69.72,1.941,87.25,49.3,164.18,3,overdue,23,1.09,0.243
M010,L1,2026-01-06 18:00:00,Evening,74.44,2.196,85.17,45.76,161.56,3,overdue,23,3.17,0.493
M010,L1,2026-01-06 19:00:00,Evening,69.01,2.066,86.47,47.19,159.52,3,overdue,23,1.87,0.337
M010,L1,2026-01-06 20:00:00,Evening,71.77,2.038,82.35,49.98,161.54,3,overdue,23,5.99,0.831
M010,L1,2026-01-06 21:00:00,Evening,72.8,2.243,86.38,48.88,161.58,3,overdue,23,1.96,0.347
M010,L1,2026-01-06 22:00:00,Evening,72.17,2.059,91.58,50.61,166.27,3,overdue,23,3.24,0.501
M010,L1,2026-01-06 23:00:00,Evening,74.82,2.2,87.27,48.55,161.26,3,overdue,23,1.07,0.241
M010,L1,2026-01-07 00:00:00,Night,75.7,2.162,86.06,45.69,159.59,3,overdue,23,2.28,0.386
M010,L1,2026-01-07 01:00:00,Night,74.04,2.203,88.99,45.98,162.2,3,overdue,23,0.65,0.19
M010,L1,2026-01-07 02:00:00,Night,73.47,2.085,88.11,48.28,163.54,3,overdue,23,0.23,0.14
M010,L1,2026-01-07 03:00:00,Night,75.37,1.994,90.88,49.64,160.98,3,overdue,23,2.54,0.417
M010,L1,2026-01-07 04:00:00,Night,76.0,2.639,88.54,50.75,168.26,3,overdue,23,0.2,0.137
M010,L1,2026-01-07 05:00:00,Night,76.17,2.073,93.14,50.65,164.85,3,overdue,23,4.8,0.688
M010,L1,2026-01-07 06:00:00,Night,75.87,2.58,88.89,50.52,163.95,3,overdue,23,0.55,0.179
M010,L1,2026-01-07 07:00:00,Night,73.32,2.121,91.33,49.09,163.09,3,overdue,23,2.99,0.471
M010,L1,2026-01-07 08:00:00,Day,73.46,2.232,91.34,53.08,163.93,3,overdue,23,3.0,0.473
M010,L1,2026-01-07 09:00:00,Day,75.01,2.311,90.11,46.12,164.43,3,overdue,23,1.77,0.324
M010,L1,2026-01-07 10:00:00,Day,73.67,2.088,87.9,49.09,159.62,3,overdue,23,0.44,0.166
M010,L1,2026-01-07 11:00:00,Day,72.22,2.088,88.9,49.73,161.27,3,overdue,23,0.56,0.18
M010,L1,2026-01-07 12:00:00,Day,72.27,2.214,86.93,47.48,159.79,3,overdue,23,1.41,0.282
M010,L1,2026-01-07 13:00:00,Day,72.51,2.484,85.46,49.05,162.22,3,overdue,23,2.88,0.458
M010,L1,2026-01-07 14:00:00,Day,71.53,2.107,88.94,43.98,155.39,3,overdue,23,0.6,0.185
M010,L1,2026-01-07 15:00:00,Day,72.84,2.404,89.49,49.18,163.93,3,overdue,23,1.15,0.251
M010,L1,2026-01-07 16:00:00,Evening,69.45,2.275,87.15,47.59,160.35,3,overdue,23,1.19,0.255
M010,L1,2026-01-07 17:00:00,Evening,73.63,2.558,86.34,48.49,164.7,3,overdue,23,2.0,0.352
M010,L1,2026-01-07 18:00:00,Evening,71.33,2.477,84.84,50.13,163.17,3,overdue,23,3.5,0.533
M010,L1,2026-01-07 19:00:00,Evening,71.04,2.344,85.16,50.63,160.62,3,overdue,23,3.18,0.494
M010,L1,2026-01-07 20:00:00,Evening,72.38,2.132,88.33,50.06,162.32,3,overdue,23,0.01,0.114
M010,L1,2026-01-07 21:00:00,Evening,72.3,2.602,87.9,47.04,164.11,3,overdue,23,0.44,0.166
M010,L1,2026-01-07 22:00:00,Evening,71.86,2.304,83.15,50.27,161.26,3,overdue,23,5.19,0.736
M010,L1,2026-01-07 23:00:00,Evening,72.74,2.004,87.91,48.74,158.11,3,overdue,23,0.43,0.164
M010,L1,2026-01-08 00:00:00,Night,74.4,2.298,90.64,47.06,162.59,3,overdue,23,2.3,0.388
M010,L1,2026-01-08 01:00:00,Night,72.51,2.371,89.52,49.56,162.51,3,overdue,23,1.18,0.254
M010,L1,2026-01-08 02:00:00,Night,77.81,2.278,90.35,47.94,160.56,3,overdue,23,2.01,0.353
M010,L1,2026-01-08 03:00:00,Night,73.66,2.16,91.09,51.62,165.31,3,overdue,23,2.75,0.442
