machine_id,line_id,timestamp,shift,avg_temperature,avg_vibration,avg_pressure,avg_cycle_time,avg_energy_consumption,pressure_instability,anomaly_signal,machine_age_years,days_since_maintenance,baseline_health_score,cycle_time_drift,pressure_deviation,night_shift_flag,maintenance_recency_score,defect_flag,defect_count,defect_probability,previous_downtime_minutes,downtime_event_count,quality_risk_index,anomaly_count_24h,yield_rate
M002,L2,2026-01-13 04:00:00,Night,80.55,2.96825,104.5725,61.5675,176.8375,1.6125,0.9265,12,5,0.545,1.3699999999999974,2.617500000000007,1,25,0,1,0.1057,0.0,0.0,6.838574999999998,0.0,0.99
M002,L2,2026-01-13 08:00:00,Day,77.37,2.689,104.235,58.075,171.67000000000002,1.275,0.49124999999999996,12,5,0.545,-2.1225000000000023,2.280000000000001,0,25,0,1,0.0454,0.0,0.0,3.3180500000000026,0.0,0.99
M002,L2,2026-01-13 12:00:00,Day,75.225,2.82225,102.4225,57.057500000000005,173.91750000000002,2.8825,0.6865,12,6,0.545,-3.1400000000000006,0.46750000000000114,0,24,0,0,0.0509,0.0,0.0,4.509975000000001,0.0,1.0
M002,L2,2026-01-13 16:00:00,Evening,75.305,2.88525,98.58500000000001,58.1725,173.4,4.375,0.90275,12,6,0.545,-2.0250000000000057,3.3699999999999903,0,24,0,0,0.0623,0.0,0.0,5.683650000000002,0.0,1.0
M002,L2,2026-01-13 20:00:00,Evening,76.97,2.73825,102.285,59.6425,174.0375,1.05,0.5732499999999999,12,6,0.545,-0.5550000000000068,0.3299999999999983,0,24,0,1,0.0466,0.0,0.0,3.3421,0.0,0.99
M002,L2,2026-01-14 00:00:00,Night,78.8025,2.93925,101.61,59.230000000000004,175.39,2.335,0.793,12,6,0.545,-0.9675000000000011,0.34499999999999886,1,24,0,0,0.0917,0.0,0.0,5.760849999999999,0.0,1.0
M002,L2,2026-01-14 04:00:00,Night,80.1575,2.72425,102.66499999999999,58.6375,173.75,1.925,0.6930000000000001,12,6,0.545,-1.5600000000000023,0.7099999999999937,1,24,1,1,0.0771,0.0,0.0,4.764950000000001,0.0,0.99
M002,L2,2026-01-14 08:00:00,Day,77.53,2.72575,103.2025,58.315,173.95,0.36250000000000004,0.39325,12,6,0.545,-1.8825000000000074,1.2475000000000023,0,24,0,0,0.0446,0.0,0.0,3.0731750000000018,0.0,1.0
M002,L2,2026-01-14 12:00:00,Day,75.7875,2.6685,100.7975,59.0175,173.8675,2.4225,0.6185,12,7,0.545,-1.1800000000000068,1.1574999999999989,0,23,0,1,0.043,0.0,0.0,3.395975,0.0,0.99
M002,L2,2026-01-14 16:00:00,Evening,76.2275,2.7430000000000003,99.80250000000001,57.835,173.25,3.1575,0.65375,12,7,0.545,-2.3625000000000043,2.152499999999989,0,23,0,1,0.0507,0.0,0.0,4.290225000000005,0.0,0.99
M002,L2,2026-01-14 20:00:00,Evening,76.8225,2.93025,100.8275,58.4825,173.98250000000002,2.1325000000000003,0.753,12,7,0.545,-1.7150000000000034,1.1274999999999977,0,23,0,1,0.0629,0.0,0.0,4.965475000000003,0.0,0.99
M002,L2,2026-01-15 00:00:00,Night,80.7,2.8120000000000003,104.91,58.870000000000005,175.845,1.95,0.8494999999999999,12,7,0.545,-1.3275000000000006,2.9549999999999983,1,23,0,2,0.0909,0.0,0.0,5.443700000000003,0.0,0.98
M002,L2,2026-01-15 04:00:00,Night,82.035,2.73925,104.6225,58.335,172.1325,2.2075,1.0605,12,7,0.545,-1.8625000000000043,2.667500000000004,1,23,0,1,0.0976,0.0,0.0,5.605125000000001,0.0,0.99
M002,L2,2026-01-15 08:00:00,Day,77.57249999999999,2.72,103.5475,58.205,173.505,1.8624999999999998,0.52225,12,7,0.545,-1.9925000000000068,1.5925000000000011,0,23,0,0,0.0496,0.0,0.0,3.879574999999999,0.0,1.0
M002,L2,2026-01-15 12:00:00,Day,75.6625,2.766,101.68,59.69,175.47750000000002,1.805,0.614,12,8,0.545,-0.5075000000000074,0.2749999999999915,0,22,0,0,0.0458,0.0,0.0,3.602350000000001,0.0,1.0
M002,L2,2026-01-15 16:00:00,Evening,75.975,2.824,101.0425,57.865,174.97500000000002,2.0475,0.6445000000000001,12,8,0.545,-2.332500000000003,0.9124999999999943,0,22,0,0,0.0511,0.0,0.0,4.060525,0.0,1.0
M002,L2,2026-01-15 20:00:00,Evening,76.1575,2.705,102.4875,57.6975,174.0225,1.4275,0.48875,12,8,0.545,-2.500000000000007,0.5324999999999989,0,22,0,0,0.0424,0.0,0.0,3.103525000000001,0.0,1.0
M002,L2,2026-01-16 00:00:00,Night,79.07,3.053,104.4775,58.730000000000004,173.39,1.5175,0.775,12,8,0.545,-1.4675000000000011,2.522500000000008,1,22,0,0,0.1007,0.0,0.0,6.0338249999999976,0.0,1.0
M002,L2,2026-01-16 04:00:00,Night,80.4625,2.90725,104.1225,57.8375,175.775,2.1875,0.83875,12,8,0.545,-2.3600000000000065,2.167500000000004,1,22,0,0,0.1,0.0,0.0,6.0317250000000024,0.0,1.0
M002,L2,2026-01-16 08:00:00,Day,78.78,2.86175,103.95,58.5075,175.3775,1.635,0.62975,12,8,0.545,-1.6900000000000048,1.9950000000000045,0,22,1,1,0.0641,0.0,0.0,4.93465,0.0,0.99
M002,L2,2026-01-16 12:00:00,Day,75.4,2.79275,101.5025,57.6975,174.015,1.4575,0.536,12,9,0.545,-2.500000000000007,0.45250000000000057,0,21,0,0,0.0447,0.0,0.0,3.561025,0.0,1.0
M002,L2,2026-01-16 16:00:00,Evening,76.53999999999999,3.00475,99.47,59.985,174.7525,3.49,0.91125,12,9,0.545,-0.21250000000000568,2.4849999999999994,0,21,0,0,0.0742,0.0,0.0,6.038899999999999,0.0,1.0
M002,L2,2026-01-16 20:00:00,Evening,78.495,2.98075,102.2825,59.2125,176.125,1.9625,0.738,12,9,0.545,-0.9850000000000065,0.32750000000000057,0,21,0,0,0.0743,0.0,0.0,5.689975000000002,0.0,1.0
M002,L2,2026-01-17 00:00:00,Night,79.96000000000001,3.0235,103.3925,60.46,177.305,1.9925000000000002,0.995,12,9,0.545,0.26249999999999574,1.4375,1,21,0,0,0.111,0.0,0.0,6.55905,0.0,1.0
M002,L2,2026-01-17 04:00:00,Night,80.7975,3.0220000000000002,104.005,61.225,176.3775,1.7550000000000001,1.02525,12,9,0.545,1.0274999999999963,2.049999999999997,1,21,1,0,0.1167,0.0,0.0,7.1087750000000005,0.0,1.0
M002,L2,2026-01-17 08:00:00,Day,77.715,2.8935,104.7975,60.43,175.09,1.8375,0.656,12,9,0.545,0.2324999999999946,2.842500000000001,0,21,0,0,0.0623,0.0,0.0,5.010899999999999,0.0,1.0
M002,L2,2026-01-17 12:00:00,Day,77.45,2.8177499999999998,102.3,59.745,174.635,1.755,0.637,12,10,0.545,-0.4525000000000077,0.34499999999999886,0,20,0,1,0.0557,0.0,0.0,4.3286500000000006,0.0,0.99
M002,L2,2026-01-17 16:00:00,Evening,77.3975,2.9292499999999997,99.8,60.43,175.32750000000001,3.16,0.84675,12,10,0.545,0.2324999999999946,2.155000000000001,0,20,0,0,0.0707,0.0,0.0,5.836874999999995,0.0,1.0
M002,L2,2026-01-17 20:00:00,Evening,76.53,2.83075,101.0925,60.0325,173.7,1.8675000000000002,0.703,12,10,0.545,-0.16500000000000625,0.8624999999999972,0,20,0,0,0.0537,0.0,0.0,4.1689250000000015,0.0,1.0
M002,L2,2026-01-18 00:00:00,Night,81.5025,2.9459999999999997,103.395,58.445,177.57999999999998,1.185,1.04825,12,10,0.545,-1.7525000000000048,1.4399999999999977,1,20,0,0,0.1104,0.0,0.0,6.030149999999998,0.0,1.0
M002,L2,2026-01-18 04:00:00,Night,80.1975,2.96125,106.4575,58.975,176.135,3.4975,1.13375,12,10,0.545,-1.2225000000000037,4.502499999999998,1,20,0,0,0.1174,0.0,0.0,6.969825000000004,0.0,1.0
M002,L2,2026-01-18 08:00:00,Day,78.5575,2.84225,102.5325,59.5475,175.415,1.5125,0.62825,12,10,0.545,-0.6500000000000057,0.5775000000000006,0,20,0,0,0.0613,0.0,0.0,4.6868750000000015,0.0,1.0
M002,L2,2026-01-18 12:00:00,Day,76.2,2.85575,101.175,58.464999999999996,173.1525,1.9500000000000002,0.63675,12,11,0.545,-1.7325000000000088,0.7800000000000011,0,19,0,0,0.0535,0.0,0.0,4.248700000000002,0.0,1.0
M002,L2,2026-01-18 16:00:00,Evening,76.325,2.88875,99.435,58.3725,174.6275,3.525,0.77725,12,11,0.545,-1.8250000000000028,2.519999999999996,0,19,0,0,0.0628,0.0,0.0,5.339750000000002,0.0,1.0
M002,L2,2026-01-18 20:00:00,Evening,77.405,2.826,101.11,59.4725,175.23,1.85,0.585,12,11,0.545,-0.7250000000000085,0.8449999999999989,0,19,0,0,0.0558,0.0,0.0,4.412700000000001,0.0,1.0
M002,L2,2026-01-19 00:00:00,Night,78.35499999999999,3.17825,103.045,59.635,174.9875,1.0999999999999999,0.89925,12,11,0.545,-0.5625000000000071,1.0900000000000034,1,19,0,0,0.1092,0.0,0.0,6.276799999999996,0.0,1.0
M002,L2,2026-01-19 04:00:00,Night,80.85,2.96775,103.57,60.335,177.9575,0.875,0.8765000000000001,12,11,0.545,0.13749999999999574,1.6149999999999949,1,19,0,1,0.1028,0.0,0.0,5.8482749999999974,0.0,0.99
M002,L2,2026-01-19 08:00:00,Day,78.485,2.99925,104.1225,59.2,173.175,1.8475,0.72,12,11,0.545,-0.9975000000000023,2.167500000000004,0,19,0,0,0.0751,0.0,0.0,5.727125,0.0,1.0
M002,L2,2026-01-19 12:00:00,Day,77.1425,2.9122500000000002,101.7175,60.7,176.7425,1.2425,0.63575,12,12,0.545,0.5024999999999977,0.23749999999999716,0,18,0,1,0.0587,0.0,0.0,4.753950000000001,0.0,0.99
M002,L2,2026-01-19 16:00:00,Evening,76.095,2.97325,100.585,57.3375,174.725,2.375,0.76025,12,12,0.545,-2.8600000000000065,1.3700000000000045,0,18,0,2,0.0634,0.0,0.0,5.106850000000001,0.0,0.98
M002,L2,2026-01-19 20:00:00,Evening,77.995,3.097,100.0825,58.945,175.6075,2.8775,0.93775,12,12,0.545,-1.2525000000000048,1.8725000000000023,0,18,0,0,0.0887,0.0,0.0,6.684225000000002,0.0,1.0
M002,L2,2026-01-20 00:00:00,Night,80.1975,2.996,103.82,59.8175,177.1175,1.215,0.8865000000000001,12,12,0.545,-0.38000000000000256,1.8649999999999949,1,18,0,0,0.1031,66.0,1.0,5.909050000000002,0.0,1.0
M002,L2,2026-01-20 04:00:00,Night,81.9575,2.9625,104.4625,59.7875,176.61,2.2425,1.18125,12,12,0.545,-0.4100000000000037,2.5075000000000074,1,18,0,1,0.1256,66.0,1.0,6.849774999999999,0.0,0.99
M002,L2,2026-01-20 08:00:00,Day,78.935,2.9197499999999996,103.5375,59.8275,174.60500000000002,1.0975000000000001,0.62075,12,12,0.545,-0.37000000000000455,1.582499999999996,0,18,0,0,0.067,66.0,1.0,5.013425,0.0,1.0
M002,L2,2026-01-20 12:00:00,Day,77.35,2.79675,101.64,60.0125,174.99,2.365,0.6545,12,13,0.545,-0.18500000000000227,0.3149999999999977,0,17,0,0,0.0561,66.0,1.0,4.514549999999998,0.0,1.0
M002,L2,2026-01-20 16:00:00,Evening,75.9975,2.826,99.2975,59.82,174.54250000000002,3.6625,0.86525,12,13,0.545,-0.37750000000000483,2.657499999999999,0,17,0,0,0.0586,66.0,1.0,4.959975000000002,0.0,1.0
M002,L2,2026-01-20 20:00:00,Evening,78.245,3.1574999999999998,100.2475,59.207499999999996,173.39249999999998,2.7125000000000004,0.98625,12,13,0.545,-0.9900000000000091,1.707499999999996,0,17,0,2,0.0963,66.0,1.0,7.012275000000002,0.0,0.98
M002,L2,2026-01-21 00:00:00,Night,79.8775,3.01325,103.245,59.287499999999994,175.1325,2.215,0.879,12,13,0.545,-0.9100000000000108,1.2900000000000063,1,17,0,0,0.1082,0.0,0.0,6.4532500000000015,0.0,1.0
M002,L2,2026-01-21 04:00:00,Night,81.155,3.12175,105.94,58.7025,175.165,3.265,1.292,12,13,0.545,-1.4950000000000045,3.9849999999999994,1,17,0,1,0.1501,0.0,0.0,8.047150000000002,0.0,0.99
M002,L2,2026-01-21 08:00:00,Day,78.8575,3.093,103.8825,59.995,176.7275,0.9225000000000001,0.7345,12,13,0.545,-0.20250000000000767,1.9274999999999949,0,17,0,0,0.0814,0.0,0.0,5.862575000000001,0.0,1.0
M002,L2,2026-01-21 12:00:00,Day,76.9675,2.93525,100.45,60.6075,173.7825,2.51,0.78725,12,14,0.545,0.4099999999999966,1.5049999999999955,0,16,0,0,0.0657,0.0,0.0,5.472999999999999,0.0,1.0
M002,L2,2026-01-21 16:00:00,Evening,77.745,2.988,100.59,57.965,173.93,2.37,0.7925,12,14,0.545,-2.2325000000000017,1.3649999999999949,0,16,0,1,0.0732,0.0,0.0,5.714700000000002,0.0,0.99
M002,L2,2026-01-21 20:00:00,Evening,77.38,3.047,100.0,60.035,173.98000000000002,2.96,0.957,12,14,0.545,-0.16250000000000853,1.9549999999999983,0,16,0,0,0.081,0.0,0.0,6.252800000000001,0.0,1.0
M002,L2,2026-01-22 00:00:00,Night,80.22749999999999,2.985,103.015,59.83,177.81,1.44,0.76925,12,14,0.545,-0.3675000000000068,1.0600000000000023,1,16,0,0,0.1013,0.0,0.0,5.980799999999997,0.0,1.0
M002,L2,2026-01-22 04:00:00,Night,81.115,3.27675,104.51,61.260000000000005,176.475,2.02,1.3475000000000001,12,14,0.545,1.0625,2.555000000000007,1,16,0,0,0.1655,0.0,0.0,8.801974999999999,0.0,1.0
M002,L2,2026-01-22 08:00:00,Day,78.815,3.05375,103.5725,59.6575,175.5575,1.4925,0.76875,12,14,0.545,-0.5400000000000063,1.6175000000000068,0,16,0,1,0.0808,0.0,0.0,5.9426749999999995,0.0,0.99
M002,L2,2026-01-22 12:00:00,Day,77.83,2.9859999999999998,99.9125,60.5475,176.79500000000002,3.0475,0.9145,12,15,0.545,0.3499999999999943,2.042500000000004,0,15,0,0,0.0781,0.0,0.0,6.295824999999996,0.0,1.0
M002,L2,2026-01-22 16:00:00,Evening,76.6125,2.91975,99.36500000000001,59.1225,175.075,3.595,0.855,12,15,0.545,-1.0750000000000028,2.589999999999989,0,15,0,0,0.0677,0.0,0.0,5.6438500000000005,0.0,1.0
M002,L2,2026-01-22 20:00:00,Evening,78.2425,3.07275,101.745,60.3275,175.9,1.285,0.80175,12,15,0.545,0.12999999999999545,0.20999999999999375,0,15,0,1,0.0786,0.0,0.0,5.823250000000002,0.0,0.99
M002,L2,2026-01-23 00:00:00,Night,78.8,3.1565,102.97,58.685,175.115,1.855,0.9185,12,15,0.545,-1.5125000000000028,1.0150000000000006,1,15,0,0,0.115,0.0,0.0,6.712649999999999,0.0,1.0
M002,L2,2026-01-23 04:00:00,Night,79.9225,3.0495,105.42750000000001,61.042500000000004,177.63,2.4675,1.1055,12,15,0.545,0.8449999999999989,3.472500000000011,1,15,0,0,0.1189,0.0,0.0,7.274275,0.0,1.0
M002,L2,2026-01-23 08:00:00,Day,78.06,3.071,104.4625,59.5225,174.8025,2.1075,0.87025,12,15,0.545,-0.6750000000000043,2.5075000000000074,0,15,1,0,0.082,0.0,0.0,6.135925000000002,0.0,1.0
M002,L2,2026-01-23 12:00:00,Day,77.2025,3.0455,101.72999999999999,59.965,173.6325,1.23,0.76975,12,16,0.545,-0.2325000000000017,0.22500000000000853,0,14,0,0,0.07,0.0,0.0,5.236100000000001,0.0,1.0
M002,L2,2026-01-23 16:00:00,Evening,75.725,3.07325,99.47749999999999,59.755,175.54,3.4825,1.09825,12,16,0.545,-0.44250000000000256,2.4775000000000063,0,14,0,0,0.0779,0.0,0.0,6.245575,0.0,1.0
M002,L2,2026-01-23 20:00:00,Evening,77.33500000000001,2.9627499999999998,100.14750000000001,59.480000000000004,175.8075,2.8125,0.8585,12,16,0.545,-0.7175000000000011,1.8074999999999903,0,14,0,0,0.0717,0.0,0.0,5.685475000000002,0.0,1.0
M002,L2,2026-01-24 00:00:00,Night,80.745,3.32475,103.85,61.4525,178.825,0.8899999999999999,1.353,12,16,0.545,1.2549999999999955,1.894999999999996,1,14,0,0,0.1601,49.0,1.0,8.436749999999998,0.0,1.0
M002,L2,2026-01-24 04:00:00,Night,80.9325,3.26625,104.3375,59.9025,178.23000000000002,1.3775,1.27625,12,16,0.545,-0.2950000000000017,2.3825000000000074,1,14,0,0,0.1548,49.0,1.0,7.747025000000002,0.0,1.0
M002,L2,2026-01-24 08:00:00,Day,78.7,3.0645,104.44,58.995000000000005,174.79250000000002,2.19,0.8949999999999999,12,16,0.545,-1.2025000000000006,2.4849999999999994,0,14,0,0,0.0862,49.0,1.0,6.3497,0.0,1.0
M002,L2,2026-01-24 12:00:00,Day,77.095,3.0717499999999998,99.715,60.0825,177.9,3.245,1.022,12,17,0.545,-0.11500000000000199,2.239999999999995,0,13,0,1,0.0837,49.0,1.0,6.456949999999999,0.0,0.99
M002,L2,2026-01-24 16:00:00,Evening,76.5175,3.146,99.97,58.6325,173.6675,2.99,1.04775,12,17,0.545,-1.5650000000000048,1.9849999999999994,0,13,0,0,0.0862,49.0,1.0,6.547700000000001,0.0,1.0
M002,L2,2026-01-24 20:00:00,Evening,77.6975,3.118,100.8625,57.6175,174.2275,2.0975,0.94175,12,17,0.545,-2.5800000000000054,1.0925000000000011,0,13,0,0,0.0851,49.0,1.0,6.277625000000001,0.0,1.0
M002,L2,2026-01-25 00:00:00,Night,80.7675,3.232,103.7825,60.3125,176.6175,1.4725000000000001,1.23675,12,17,0.545,0.11499999999999488,1.8275000000000006,1,13,0,2,0.1477,0.0,0.0,7.617924999999999,0.0,0.98
M002,L2,2026-01-25 04:00:00,Night,80.68,3.35525,104.455,60.3525,179.015,1.4949999999999999,1.3559999999999999,12,17,0.545,0.15499999999999403,2.5,1,13,0,2,0.1695,0.0,0.0,8.314499999999999,0.0,0.98
M002,L2,2026-01-25 08:00:00,Day,78.13499999999999,3.0515,105.2375,59.85,176.4375,3.0125,0.98075,12,17,0.545,-0.3475000000000037,3.282499999999999,0,13,0,1,0.0866,0.0,0.0,6.548474999999997,0.0,0.99
M002,L2,2026-01-25 12:00:00,Day,77.3625,3.05775,101.655,60.2575,176.565,1.5750000000000002,0.88575,12,18,0.545,0.05999999999999517,0.29999999999999716,0,12,0,0,0.0748,0.0,0.0,5.578649999999997,0.0,1.0
M002,L2,2026-01-25 16:00:00,Evening,76.0775,3.1915,100.2575,60.1625,174.95000000000002,2.7325,1.1115,12,18,0.545,-0.035000000000003695,1.6975000000000051,0,12,0,0,0.0874,0.0,0.0,6.520075000000001,0.0,1.0
M002,L2,2026-01-25 20:00:00,Evening,77.3775,3.1715,101.69500000000001,59.3125,177.2425,1.875,0.975,12,18,0.545,-0.8850000000000051,0.2599999999999909,0,12,0,0,0.0875,0.0,0.0,6.35245,0.0,1.0
M002,L2,2026-01-26 00:00:00,Night,79.1125,3.2205,104.225,61.755,177.58499999999998,1.265,1.104,12,18,0.545,1.5574999999999974,2.269999999999996,1,12,0,0,0.1259,0.0,0.0,7.703174999999997,0.0,1.0
M002,L2,2026-01-26 04:00:00,Night,80.795,3.27725,104.015,60.0925,175.82,1.81,1.49025,12,18,0.545,-0.10500000000000398,2.0600000000000023,1,12,0,1,0.1643,0.0,0.0,8.002500000000001,0.0,0.99
M002,L2,2026-01-26 08:00:00,Day,77.8075,2.9827500000000002,102.18,60.3075,175.47,1.705,0.8305,12,18,0.545,0.10999999999999233,0.22500000000000853,0,12,0,0,0.071,0.0,0.0,5.400049999999999,0.0,1.0
M002,L2,2026-01-26 12:00:00,Day,77.48750000000001,3.24225,100.67500000000001,60.465,177.79,2.285,1.10775,12,19,0.545,0.2674999999999983,1.279999999999987,0,11,0,1,0.0997,0.0,0.0,7.156475000000003,0.0,0.99
M002,L2,2026-01-26 16:00:00,Evening,76.045,3.2560000000000002,99.3775,61.2725,174.9275,3.5825,1.338,12,19,0.545,1.0749999999999957,2.5775000000000006,0,11,0,0,0.1019,0.0,0.0,7.929625,0.0,1.0
M002,L2,2026-01-26 20:00:00,Evening,76.8175,3.0815,100.72999999999999,61.347500000000004,175.8075,3.37,1.1575,12,19,0.545,1.1499999999999986,1.2250000000000085,0,11,0,0,0.0856,0.0,0.0,7.124,0.0,1.0
M002,L2,2026-01-27 00:00:00,Night,80.5425,3.138,104.215,58.582499999999996,175.195,1.255,1.15975,12,19,0.545,-1.615000000000009,2.260000000000005,1,11,1,2,0.1289,0.0,0.0,6.8366500000000014,0.0,0.98
M002,L2,2026-01-27 04:00:00,Night,81.29249999999999,3.395,104.1,59.325,177.275,1.21,1.516,12,19,0.545,-0.8725000000000023,2.144999999999996,1,11,0,2,0.1856,0.0,0.0,8.491099999999998,0.0,0.98
M002,L2,2026-01-27 08:00:00,Day,78.57499999999999,2.9895,104.07,59.4975,174.67000000000002,1.415,0.8654999999999999,12,19,0.545,-0.7000000000000028,2.114999999999995,0,11,0,1,0.075,0.0,0.0,5.463449999999997,0.0,0.99
M002,L2,2026-01-27 12:00:00,Day,77.075,3.14375,101.695,60.042500000000004,176.2225,1.755,1.00375,12,20,0.545,-0.15500000000000114,0.2600000000000051,0,10,0,0,0.083,0.0,0.0,6.034250000000001,0.0,1.0
M002,L2,2026-01-27 16:00:00,Evening,77.27000000000001,3.2279999999999998,100.1225,59.620000000000005,174.76,2.8375,1.20825,12,20,0.545,-0.5775000000000006,1.832499999999996,0,10,0,0,0.1014,0.0,0.0,7.163825000000003,0.0,1.0
M002,L2,2026-01-27 20:00:00,Evening,77.7575,3.18125,99.3775,61.46,177.48250000000002,3.5825,1.274,12,20,0.545,1.2624999999999957,2.5775000000000006,0,10,0,1,0.1053,0.0,0.0,8.162149999999997,0.0,0.99
M002,L2,2026-01-28 00:00:00,Night,80.7875,3.3195,102.95750000000001,60.1475,178.29250000000002,1.6525,1.43275,12,20,0.545,-0.05000000000000426,1.002500000000012,1,10,0,0,0.1682,0.0,0.0,8.150075,0.0,1.0
M002,L2,2026-01-28 04:00:00,Night,80.285,3.2395,105.48,62.8275,178.29500000000002,2.52,1.5155,12,20,0.545,2.6299999999999955,3.5250000000000057,1,10,1,0,0.1592,0.0,0.0,9.464899999999997,0.0,1.0
M002,L2,2026-01-28 08:00:00,Day,80.02250000000001,3.07525,102.55,59.5425,178.19,1.0,0.9027499999999999,12,20,0.545,-0.6550000000000082,0.5949999999999989,0,10,0,0,0.0901,0.0,0.0,6.178600000000004,0.0,1.0
M002,L2,2026-01-28 12:00:00,Day,77.4,3.18125,100.875,61.317499999999995,177.005,2.085,1.1132499999999999,12,21,0.545,1.1199999999999903,1.0799999999999983,0,9,0,0,0.0919,0.0,0.0,7.145749999999997,0.0,1.0
M002,L2,2026-01-28 16:00:00,Evening,77.36500000000001,3.18625,102.935,61.44,178.0425,0.815,1.042,12,21,0.545,1.2424999999999926,0.980000000000004,0,9,0,2,0.0849,0.0,0.0,6.531424999999998,0.0,0.98
M002,L2,2026-01-28 20:00:00,Evening,77.295,3.226,101.76,60.625,176.4625,1.43,1.07125,12,21,0.545,0.4274999999999949,0.19499999999999318,0,9,0,0,0.0916,0.0,0.0,6.621624999999999,0.0,1.0
M002,L2,2026-01-29 00:00:00,Night,79.89,3.4495,104.075,60.707499999999996,176.2225,2.9099999999999997,1.46975,12,21,0.545,0.5099999999999909,2.1200000000000045,1,9,0,1,0.1925,0.0,0.0,9.562999999999995,0.0,0.99
M002,L2,2026-01-29 04:00:00,Night,81.97,3.279,103.68,60.42,178.70999999999998,1.99,1.6145,12,21,0.545,0.2224999999999966,1.7250000000000085,1,9,0,0,0.1832,0.0,0.0,8.609674999999998,0.0,1.0
M002,L2,2026-01-29 08:00:00,Day,78.8625,3.15175,104.10249999999999,61.364999999999995,179.1,1.9525000000000001,1.108,12,21,0.545,1.1674999999999898,2.1474999999999937,0,9,0,0,0.0982,0.0,0.0,7.401799999999994,0.0,1.0
M002,L2,2026-01-29 12:00:00,Day,76.55,3.07325,100.4225,59.8825,175.535,2.5374999999999996,0.99775,12,22,0.545,-0.31500000000000483,1.5324999999999989,0,8,0,0,0.0771,0.0,0.0,5.901824999999999,0.0,1.0
M002,L2,2026-01-29 16:00:00,Evening,76.13,3.23725,101.0875,59.205,174.67,2.2475,1.14075,12,22,0.545,-0.9925000000000068,0.8674999999999926,0,8,0,0,0.0902,0.0,0.0,6.526325,0.0,1.0
M002,L2,2026-01-29 20:00:00,Evening,77.3975,3.2155,102.5425,59.11,175.7975,0.8624999999999999,1.068,12,22,0.545,-1.0875000000000057,0.5875000000000057,0,8,0,0,0.0885,0.0,0.0,6.048374999999999,0.0,1.0
M002,L2,2026-01-30 00:00:00,Night,79.88,3.3194999999999997,103.61,60.055,175.0475,1.69,1.2365,12,22,0.545,-0.1425000000000054,1.6550000000000011,1,8,0,0,0.1534,0.0,0.0,7.880299999999997,0.0,1.0
M002,L2,2026-01-30 04:00:00,Night,80.7925,3.42,103.7175,60.3575,177.175,1.1775,1.45575,12,22,0.545,0.1599999999999966,1.7625000000000028,1,8,0,0,0.1819,0.0,0.0,8.541225,0.0,1.0
M002,L2,2026-01-30 08:00:00,Day,79.6875,3.116,102.325,60.1275,176.035,1.1099999999999999,1.056,12,22,0.545,-0.07000000000000739,0.37000000000000455,0,8,0,0,0.095,0.0,0.0,6.360100000000001,0.0,1.0
M002,L2,2026-01-30 12:00:00,Day,76.935,3.13025,100.8425,59.975,174.76,2.1175,1.03125,12,23,0.545,-0.2225000000000037,1.1124999999999972,0,7,0,0,0.083,0.0,0.0,6.113225000000003,0.0,1.0
M002,L2,2026-01-30 16:00:00,Evening,75.97749999999999,3.17075,99.0425,61.1325,178.2275,3.9175,1.31775,12,23,0.545,0.9349999999999952,2.9124999999999943,0,7,0,1,0.094,0.0,0.0,7.545074999999998,0.0,0.99
M002,L2,2026-01-30 20:00:00,Evening,77.61,3.276,100.77,60.705,177.5925,2.375,1.29525,12,23,0.545,0.5074999999999932,1.1850000000000023,0,7,0,0,0.1083,0.0,0.0,7.566174999999996,0.0,1.0
M002,L2,2026-01-31 00:00:00,Night,80.6075,3.30625,100.555,60.1425,178.2725,2.9099999999999997,1.5505,12,23,0.545,-0.05500000000000682,1.3999999999999915,1,7,0,1,0.1781,0.0,0.0,8.709900000000001,0.0,0.99
M002,L2,2026-01-31 04:00:00,Night,79.25750000000001,3.336,104.93,61.265,176.94,1.9700000000000002,1.37225,12,23,0.545,1.0674999999999955,2.9750000000000085,1,7,0,0,0.1552,0.0,0.0,8.514625,0.0,1.0
M002,L2,2026-01-31 08:00:00,Day,78.6675,3.1637500000000003,103.9375,60.0925,176.4975,0.9775,0.976,12,23,0.545,-0.10500000000000398,1.9825000000000017,0,7,0,1,0.0908,0.0,0.0,6.228225000000004,0.0,0.99
M002,L2,2026-01-31 12:00:00,Day,76.7175,3.10325,100.965,58.2725,172.725,1.9949999999999999,0.9990000000000001,12,24,0.545,-1.9250000000000043,0.9899999999999949,0,6,0,0,0.0783,0.0,0.0,5.825050000000001,0.0,1.0
M002,L2,2026-01-31 16:00:00,Evening,76.60499999999999,3.3265000000000002,99.74,60.36,176.03,3.22,1.4085,12,24,0.545,0.16249999999999432,2.2150000000000034,0,6,1,0,0.1135,0.0,0.0,7.802374999999996,0.0,1.0
M002,L2,2026-01-31 20:00:00,Evening,77.44500000000001,3.2045000000000003,100.2175,60.2,175.595,2.7424999999999997,1.19375,12,24,0.545,0.0024999999999977263,1.7374999999999972,0,6,0,1,0.0994,0.0,0.0,7.0373500000000035,0.0,0.99
